C/A,UNIT,SCP,DATE,TIME,DESC,ENTRIES,EXITS,DATETIME,TURNSTILE_ID,NET_ENTRIES,NET_EXITS,BUSYNESS
R203A,R043,01-06-00,08-26-13,18:00:00,REGULAR,1547739.0,613415.0,2013-08-26 18:00:00,R203A-R043-01-06-00,318.0,6.0,324.0
R203A,R043,01-06-00,08-26-13,19:00:00,REGULAR,1547744.0,613417.0,2013-08-26 19:00:00,R203A-R043-01-06-00,5.0,2.0,7.0
R203A,R043,01-06-00,08-26-13,20:00:00,REGULAR,1547744.0,613417.0,2013-08-26 20:00:00,R203A-R043-01-06-00,0.0,0.0,0.0
R203A,R043,01-06-00,08-26-13,21:00:00,REGULAR,1547744.0,613417.0,2013-08-26 21:00:00,R203A-R043-01-06-00,0.0,0.0,0.0
R203A,R043,01-06-00,08-26-13,22:00:00,REGULAR,1547744.0,613417.0,2013-08-26 22:00:00,R203A-R043-01-06-00,0.0,0.0,0.0
R203A,R043,01-06-00,08-26-13,23:00:00,REGULAR,1547744.0,613417.0,2013-08-26 23:00:00,R203A-R043-01-06-00,0.0,0.0,0.0
R203A,R043,01-06-01,08-26-13,00:00:00,REGULAR,680384.0,877462.0,2013-08-26 00:00:00,R203A-R043-01-06-01,0.0,0.0,0.0
R203A,R043,01-06-01,08-26-13,01:00:00,REGULAR,680384.0,877462.0,2013-08-26 01:00:00,R203A-R043-01-06-01,0.0,0.0,0.0
R203A,R043,01-06-01,08-26-13,02:00:00,REGULAR,680384.0,877462.0,2013-08-26 02:00:00,R203A-R043-01-06-01,0.0,0.0,0.0
R203A,R043,01-06-01,08-26-13,03:00:00,REGULAR,680384.0,877462.0,2013-08-26 03:00:00,R203A-R043-01-06-01,0.0,0.0,0.0
R203A,R043,01-06-01,08-26-13,04:00:00,REGULAR,680384.0,877462.0,2013-08-26 04:00:00,R203A-R043-01-06-01,0.0,0.0,0.0
R203A,R043,01-06-01,08-26-13,05:00:00,REGULAR,680384.0,877462.0,2013-08-26 05:00:00,R203A-R043-01-06-01,0.0,0.0,0.0
R203A,R043,01-06-01,08-26-13,06:00:00,REGULAR,680384.0,877462.0,2013-08-26 06:00:00,R203A-R043-01-06-01,0.0,0.0,0.0
R203A,R043,01-06-01,08-26-13,07:00:00,REGULAR,680385.0,877463.0,2013-08-26 07:00:00,R203A-R043-01-06-01,1.0,1.0,2.0
R203A,R043,01-06-01,08-26-13,08:00:00,REGULAR,680386.0,877506.0,2013-08-26 08:00:00,R203A-R043-01-06-01,1.0,43.0,44.0
R203A,R043,01-06-01,08-26-13,09:00:00,REGULAR,680388.0,877698.0,2013-08-26 09:00:00,R203A-R043-01-06-01,2.0,192.0,194.0
R203A,R043,01-06-01,08-26-13,10:00:00,REGULAR,680391.0,877855.0,2013-08-26 10:00:00,R203A-R043-01-06-01,3.0,157.0,160.0
R203A,R043,01-06-01,08-26-13,11:00:00,REGULAR,680392.0,877894.0,2013-08-26 11:00:00,R203A-R043-01-06-01,1.0,39.0,40.0
R203A,R043,01-06-01,08-26-13,12:00:00,REGULAR,680400.0,877905.0,2013-08-26 12:00:00,R203A-R043-01-06-01,8.0,11.0,19.0
R203A,R043,01-06-01,08-26-13,13:00:00,REGULAR,680409.0,877924.0,2013-08-26 13:00:00,R203A-R043-01-06-01,9.0,19.0,28.0
R203A,R043,01-06-01,08-26-13,14:00:00,REGULAR,680423.0,877941.0,2013-08-26 14:00:00,R203A-R043-01-06-01,14.0,17.0,31.0
R203A,R043,01-06-01,08-26-13,15:00:00,REGULAR,680443.0,877950.0,2013-08-26 15:00:00,R203A-R043-01-06-01,20.0,9.0,29.0
R203A,R043,01-06-01,08-26-13,16:00:00,REGULAR,680461.0,877956.0,2013-08-26 16:00:00,R203A-R043-01-06-01,18.0,6.0,24.0
R203A,R043,01-06-01,08-26-13,17:00:00,REGULAR,680556.0,877970.0,2013-08-26 17:00:00,R203A-R043-01-06-01,95.0,14.0,109.0
R203A,R043,01-06-01,08-26-13,18:00:00,REGULAR,680766.0,877995.0,2013-08-26 18:00:00,R203A-R043-01-06-01,210.0,25.0,235.0
R203A,R043,01-06-01,08-26-13,19:00:00,REGULAR,680767.0,877996.0,2013-08-26 19:00:00,R203A-R043-01-06-01,1.0,1.0,2.0
R203A,R043,01-06-01,08-26-13,20:00:00,REGULAR,680767.0,877996.0,2013-08-26 20:00:00,R203A-R043-01-06-01,0.0,0.0,0.0
R203A,R043,01-06-01,08-26-13,21:00:00,REGULAR,680767.0,877996.0,2013-08-26 21:00:00,R203A-R043-01-06-01,0.0,0.0,0.0
R203A,R043,01-06-01,08-26-13,22:00:00,REGULAR,680767.0,877996.0,2013-08-26 22:00:00,R203A-R043-01-06-01,0.0,0.0,0.0
R203A,R043,01-06-01,08-26-13,23:00:00,REGULAR,680767.0,877996.0,2013-08-26 23:00:00,R203A-R043-01-06-01,0.0,0.0,0.0
R204,R043,02-00-00,08-26-13,00:00:00,REGULAR,1055351.0,2430885.0,2013-08-26 00:00:00,R204-R043-02-00-00,9.0,13.0,22.0
R204,R043,02-00-00,08-26-13,01:00:00,REGULAR,1055353.0,2430887.0,2013-08-26 01:00:00,R204-R043-02-00-00,2.0,2.0,4.0
R204,R043,02-00-00,08-26-13,02:00:00,REGULAR,1055353.0,2430892.0,2013-08-26 02:00:00,R204-R043-02-00-00,0.0,5.0,5.0
R204,R043,02-00-00,08-26-13,03:00:00,REGULAR,1055354.0,2430893.0,2013-08-26 03:00:00,R204-R043-02-00-00,1.0,1.0,2.0
R204,R043,02-00-00,08-26-13,04:00:00,REGULAR,1055354.0,2430896.0,2013-08-26 04:00:00,R204-R043-02-00-00,0.0,3.0,3.0
R204,R043,02-00-00,08-26-13,05:00:00,REGULAR,1055354.0,2430900.0,2013-08-26 05:00:00,R204-R043-02-00-00,0.0,4.0,4.0
R204,R043,02-00-00,08-26-13,06:00:00,REGULAR,1055357.0,2430921.0,2013-08-26 06:00:00,R204-R043-02-00-00,3.0,21.0,24.0
R204,R043,02-00-00,08-26-13,07:00:00,REGULAR,1055364.0,2430999.0,2013-08-26 07:00:00,R204-R043-02-00-00,7.0,78.0,85.0
R204,R043,02-00-00,08-26-13,08:00:00,REGULAR,1055376.0,2431133.0,2013-08-26 08:00:00,R204-R043-02-00-00,12.0,134.0,146.0
R204,R043,02-00-00,08-26-13,09:00:00,REGULAR,1055394.0,2431438.0,2013-08-26 09:00:00,R204-R043-02-00-00,18.0,305.0,323.0
R204,R043,02-00-00,08-26-13,10:00:00,REGULAR,1055412.0,2431679.0,2013-08-26 10:00:00,R204-R043-02-00-00,18.0,241.0,259.0
R204,R043,02-00-00,08-26-13,11:00:00,REGULAR,1055425.0,2431751.0,2013-08-26 11:00:00,R204-R043-02-00-00,13.0,72.0,85.0
R204,R043,02-00-00,08-26-13,12:00:00,REGULAR,1055439.0,2431806.0,2013-08-26 12:00:00,R204-R043-02-00-00,14.0,55.0,69.0
R204,R043,02-00-00,08-26-13,13:00:00,REGULAR,1055471.0,2431855.0,2013-08-26 13:00:00,R204-R043-02-00-00,32.0,49.0,81.0
R204,R043,02-00-00,08-26-13,14:00:00,REGULAR,1055493.0,2431924.0,2013-08-26 14:00:00,R204-R043-02-00-00,22.0,69.0,91.0
R204,R043,02-00-00,08-26-13,15:00:00,REGULAR,1055533.0,2431990.0,2013-08-26 15:00:00,R204-R043-02-00-00,40.0,66.0,106.0
R204,R043,02-00-00,08-26-13,16:00:00,REGULAR,1055578.0,2432044.0,2013-08-26 16:00:00,R204-R043-02-00-00,45.0,54.0,99.0
R204,R043,02-00-00,08-26-13,17:00:00,REGULAR,1055700.0,2432093.0,2013-08-26 17:00:00,R204-R043-02-00-00,122.0,49.0,171.0
R204,R043,02-00-00,08-26-13,18:00:00,REGULAR,1055874.0,2432157.0,2013-08-26 18:00:00,R204-R043-02-00-00,174.0,64.0,238.0
R204,R043,02-00-00,08-26-13,19:00:00,REGULAR,1056017.0,2432230.0,2013-08-26 19:00:00,R204-R043-02-00-00,143.0,73.0,216.0
R204,R043,02-00-00,08-26-13,20:00:00,REGULAR,1056098.0,2432288.0,2013-08-26 20:00:00,R204-R043-02-00-00,81.0,58.0,139.0
R204,R043,02-00-00,08-26-13,21:00:00,REGULAR,1056146.0,2432330.0,2013-08-26 21:00:00,R204-R043-02-00-00,48.0,42.0,90.0
R204,R043,02-00-00,08-26-13,22:00:00,REGULAR,1056175.0,2432344.0,2013-08-26 22:00:00,R204-R043-02-00-00,29.0,14.0,43.0
R204,R043,02-00-00,08-26-13,23:00:00,REGULAR,1056196.0,2432359.0,2013-08-26 23:00:00,R204-R043-02-00-00,21.0,15.0,36.0
R204,R043,02-00-01,08-26-13,00:00:00,REGULAR,880282.0,2272981.0,2013-08-26 00:00:00,R204-R043-02-00-01,9.0,12.0,21.0
R204,R043,02-00-01,08-26-13,01:00:00,REGULAR,880290.0,2272984.0,2013-08-26 01:00:00,R204-R043-02-00-01,8.0,3.0,11.0
R204,R043,02-00-01,08-26-13,02:00:00,REGULAR,880291.0,2272984.0,2013-08-26 02:00:00,R204-R043-02-00-01,1.0,0.0,1.0
R204,R043,02-00-01,08-26-13,03:00:00,REGULAR,880291.0,2272986.0,2013-08-26 03:00:00,R204-R043-02-00-01,0.0,2.0,2.0
R204,R043,02-00-01,08-26-13,04:00:00,REGULAR,880291.0,2272988.0,2013-08-26 04:00:00,R204-R043-02-00-01,0.0,2.0,2.0
R204,R043,02-00-01,08-26-13,05:00:00,REGULAR,880292.0,2272996.0,2013-08-26 05:00:00,R204-R043-02-00-01,1.0,8.0,9.0
R204,R043,02-00-01,08-26-13,06:00:00,REGULAR,880293.0,2273019.0,2013-08-26 06:00:00,R204-R043-02-00-01,1.0,23.0,24.0
R204,R043,02-00-01,08-26-13,07:00:00,REGULAR,880299.0,2273101.0,2013-08-26 07:00:00,R204-R043-02-00-01,6.0,82.0,88.0
R204,R043,02-00-01,08-26-13,08:00:00,REGULAR,880307.0,2273206.0,2013-08-26 08:00:00,R204-R043-02-00-01,8.0,105.0,113.0
R204,R043,02-00-01,08-26-13,09:00:00,REGULAR,880322.0,2273490.0,2013-08-26 09:00:00,R204-R043-02-00-01,15.0,284.0,299.0
R204,R043,02-00-01,08-26-13,10:00:00,REGULAR,880337.0,2273687.0,2013-08-26 10:00:00,R204-R043-02-00-01,15.0,197.0,212.0
R204,R043,02-00-01,08-26-13,11:00:00,REGULAR,880350.0,2273761.0,2013-08-26 11:00:00,R204-R043-02-00-01,13.0,74.0,87.0
R204,R043,02-00-01,08-26-13,12:00:00,REGULAR,880371.0,2273805.0,2013-08-26 12:00:00,R204-R043-02-00-01,21.0,44.0,65.0
R204,R043,02-00-01,08-26-13,13:00:00,REGULAR,880388.0,2273842.0,2013-08-26 13:00:00,R204-R043-02-00-01,17.0,37.0,54.0
R204,R043,02-00-01,08-26-13,14:00:00,REGULAR,880407.0,2273893.0,2013-08-26 14:00:00,R204-R043-02-00-01,19.0,51.0,70.0
R204,R043,02-00-01,08-26-13,15:00:00,REGULAR,880448.0,2273933.0,2013-08-26 15:00:00,R204-R043-02-00-01,41.0,40.0,81.0
R204,R043,02-00-01,08-26-13,16:00:00,REGULAR,880490.0,2273987.0,2013-08-26 16:00:00,R204-R043-02-00-01,42.0,54.0,96.0
R204,R043,02-00-01,08-26-13,17:00:00,REGULAR,880568.0,2274022.0,2013-08-26 17:00:00,R204-R043-02-00-01,78.0,35.0,113.0
R204,R043,02-00-01,08-26-13,18:00:00,REGULAR,880707.0,2274071.0,2013-08-26 18:00:00,R204-R043-02-00-01,139.0,49.0,188.0
R204,R043,02-00-01,08-26-13,19:00:00,REGULAR,880826.0,2274134.0,2013-08-26 19:00:00,R204-R043-02-00-01,119.0,63.0,182.0
R204,R043,02-00-01,08-26-13,20:00:00,REGULAR,880887.0,2274196.0,2013-08-26 20:00:00,R204-R043-02-00-01,61.0,62.0,123.0
R204,R043,02-00-01,08-26-13,21:00:00,REGULAR,880924.0,2274238.0,2013-08-26 21:00:00,R204-R043-02-00-01,37.0,42.0,79.0
R204,R043,02-00-01,08-26-13,22:00:00,REGULAR,880945.0,2274264.0,2013-08-26 22:00:00,R204-R043-02-00-01,21.0,26.0,47.0
R204,R043,02-00-01,08-26-13,23:00:00,REGULAR,880957.0,2274286.0,2013-08-26 23:00:00,R204-R043-02-00-01,12.0,22.0,34.0
R204,R043,02-03-00,08-26-13,00:00:00,REGULAR,171010.0,940385.0,2013-08-26 00:00:00,R204-R043-02-03-00,0.0,1.0,1.0
R204,R043,02-03-00,08-26-13,01:00:00,REGULAR,171010.0,940385.0,2013-08-26 01:00:00,R204-R043-02-03-00,0.0,0.0,0.0
R204,R043,02-03-00,08-26-13,02:00:00,REGULAR,171011.0,940386.0,2013-08-26 02:00:00,R204-R043-02-03-00,1.0,1.0,2.0
R204,R043,02-03-00,08-26-13,03:00:00,REGULAR,171011.0,940386.0,2013-08-26 03:00:00,R204-R043-02-03-00,0.0,0.0,0.0
R204,R043,02-03-00,08-26-13,04:00:00,REGULAR,171011.0,940386.0,2013-08-26 04:00:00,R204-R043-02-03-00,0.0,0.0,0.0
R204,R043,02-03-00,08-26-13,05:00:00,REGULAR,171011.0,940386.0,2013-08-26 05:00:00,R204-R043-02-03-00,0.0,0.0,0.0
R204,R043,02-03-00,08-26-13,06:00:00,REGULAR,171012.0,940387.0,2013-08-26 06:00:00,R204-R043-02-03-00,1.0,1.0,2.0
R204,R043,02-03-00,08-26-13,07:00:00,REGULAR,171014.0,940451.0,2013-08-26 07:00:00,R204-R043-02-03-00,2.0,64.0,66.0
R204,R043,02-03-00,08-26-13,08:00:00,REGULAR,171018.0,940688.0,2013-08-26 08:00:00,R204-R043-02-03-00,4.0,237.0,241.0
R204,R043,02-03-00,08-26-13,09:00:00,REGULAR,171022.0,941211.0,2013-08-26 09:00:00,R204-R043-02-03-00,4.0,523.0,527.0
R204,R043,02-03-00,08-26-13,10:00:00,REGULAR,171031.0,941641.0,2013-08-26 10:00:00,R204-R043-02-03-00,9.0,430.0,439.0
R204,R043,02-03-00,08-26-13,11:00:00,REGULAR,171041.0,941795.0,2013-08-26 11:00:00,R204-R043-02-03-00,10.0,154.0,164.0
R204,R043,02-03-00,08-26-13,12:00:00,REGULAR,171049.0,941876.0,2013-08-26 12:00:00,R204-R043-02-03-00,8.0,81.0,89.0
R204,R043,02-03-00,08-26-13,13:00:00,REGULAR,171066.0,941954.0,2013-08-26 13:00:00,R204-R043-02-03-00,17.0,78.0,95.0
R204,R043,02-03-00,08-26-13,14:00:00,REGULAR,171086.0,942025.0,2013-08-26 14:00:00,R204-R043-02-03-00,20.0,71.0,91.0
R204,R043,02-03-00,08-26-13,15:00:00,REGULAR,171136.0,942101.0,2013-08-26 15:00:00,R204-R043-02-03-00,50.0,76.0,126.0
R204,R043,02-03-00,08-26-13,16:00:00,REGULAR,171185.0,942158.0,2013-08-26 16:00:00,R204-R043-02-03-00,49.0,57.0,106.0
R204,R043,02-03-00,08-26-13,17:00:00,REGULAR,171270.0,942250.0,2013-08-26 17:00:00,R204-R043-02-03-00,85.0,92.0,177.0
R204,R043,02-03-00,08-26-13,18:00:00,REGULAR,171404.0,942340.0,2013-08-26 18:00:00,R204-R043-02-03-00,134.0,90.0,224.0
R204,R043,02-03-00,08-26-13,19:00:00,REGULAR,171480.0,942430.0,2013-08-26 19:00:00,R204-R043-02-03-00,76.0,90.0,166.0
R204,R043,02-03-00,08-26-13,20:00:00,REGULAR,171510.0,942488.0,2013-08-26 20:00:00,R204-R043-02-03-00,30.0,58.0,88.0
R204,R043,02-03-00,08-26-13,21:00:00,REGULAR,171525.0,942510.0,2013-08-26 21:00:00,R204-R043-02-03-00,15.0,22.0,37.0
R204,R043,02-03-00,08-26-13,22:00:00,REGULAR,171527.0,942518.0,2013-08-26 22:00:00,R204-R043-02-03-00,2.0,8.0,10.0
R204,R043,02-03-00,08-26-13,23:00:00,REGULAR,171529.0,942520.0,2013-08-26 23:00:00,R204-R043-02-03-00,2.0,2.0,4.0
R204,R043,02-03-01,08-26-13,00:00:00,REGULAR,8284669.0,932226.0,2013-08-26 00:00:00,R204-R043-02-03-01,0.0,0.0,0.0
R204,R043,02-03-01,08-26-13,01:00:00,REGULAR,8284669.0,932226.0,2013-08-26 01:00:00,R204-R043-02-03-01,0.0,0.0,0.0
R204,R043,02-03-01,08-26-13,02:00:00,REGULAR,8284669.0,932226.0,2013-08-26 02:00:00,R204-R043-02-03-01,0.0,0.0,0.0
R204,R043,02-03-01,08-26-13,03:00:00,REGULAR,8284669.0,932226.0,2013-08-26 03:00:00,R204-R043-02-03-01,0.0,0.0,0.0
R204,R043,02-03-01,08-26-13,04:00:00,REGULAR,8284669.0,932226.0,2013-08-26 04:00:00,R204-R043-02-03-01,0.0,0.0,0.0
R204,R043,02-03-01,08-26-13,05:00:00,REGULAR,8284669.0,932226.0,2013-08-26 05:00:00,R204-R043-02-03-01,0.0,0.0,0.0
R204,R043,02-03-01,08-26-13,06:00:00,REGULAR,8284669.0,932227.0,2013-08-26 06:00:00,R204-R043-02-03-01,0.0,1.0,1.0
R204,R043,02-03-01,08-26-13,07:00:00,REGULAR,8284672.0,932248.0,2013-08-26 07:00:00,R204-R043-02-03-01,3.0,21.0,24.0
R204,R043,02-03-01,08-26-13,08:00:00,REGULAR,8284678.0,932319.0,2013-08-26 08:00:00,R204-R043-02-03-01,6.0,71.0,77.0
R204,R043,02-03-01,08-26-13,09:00:00,REGULAR,8284685.0,932562.0,2013-08-26 09:00:00,R204-R043-02-03-01,7.0,243.0,250.0
R204,R043,02-03-01,08-26-13,10:00:00,REGULAR,8284694.0,932770.0,2013-08-26 10:00:00,R204-R043-02-03-01,9.0,208.0,217.0
R204,R043,02-03-01,08-26-13,11:00:00,REGULAR,8284707.0,932834.0,2013-08-26 11:00:00,R204-R043-02-03-01,13.0,64.0,77.0
R204,R043,02-03-01,08-26-13,12:00:00,REGULAR,8284715.0,932861.0,2013-08-26 12:00:00,R204-R043-02-03-01,8.0,27.0,35.0
R204,R043,02-03-01,08-26-13,13:00:00,REGULAR,8284739.0,932879.0,2013-08-26 13:00:00,R204-R043-02-03-01,24.0,18.0,42.0
R204,R043,02-03-01,08-26-13,14:00:00,REGULAR,8284753.0,932902.0,2013-08-26 14:00:00,R204-R043-02-03-01,14.0,23.0,37.0
R204,R043,02-03-01,08-26-13,15:00:00,REGULAR,8284791.0,932919.0,2013-08-26 15:00:00,R204-R043-02-03-01,38.0,17.0,55.0
R204,R043,02-03-01,08-26-13,16:00:00,REGULAR,8284834.0,932944.0,2013-08-26 16:00:00,R204-R043-02-03-01,43.0,25.0,68.0
R204,R043,02-03-01,08-26-13,17:00:00,REGULAR,8284917.0,932965.0,2013-08-26 17:00:00,R204-R043-02-03-01,83.0,21.0,104.0
R204,R043,02-03-01,08-26-13,18:00:00,REGULAR,8285055.0,932993.0,2013-08-26 18:00:00,R204-R043-02-03-01,138.0,28.0,166.0
R204,R043,02-03-01,08-26-13,19:00:00,REGULAR,8285119.0,933014.0,2013-08-26 19:00:00,R204-R043-02-03-01,64.0,21.0,85.0
R204,R043,02-03-01,08-26-13,20:00:00,REGULAR,8285166.0,933032.0,2013-08-26 20:00:00,R204-R043-02-03-01,47.0,18.0,65.0
R204,R043,02-03-01,08-26-13,21:00:00,REGULAR,8285184.0,933035.0,2013-08-26 21:00:00,R204-R043-02-03-01,18.0,3.0,21.0
R204,R043,02-03-01,08-26-13,22:00:00,REGULAR,8285186.0,933036.0,2013-08-26 22:00:00,R204-R043-02-03-01,2.0,1.0,3.0
R204,R043,02-03-01,08-26-13,23:00:00,REGULAR,8285186.0,933038.0,2013-08-26 23:00:00,R204-R043-02-03-01,0.0,2.0,2.0
R204,R043,02-03-02,08-26-13,00:00:00,REGULAR,31554.0,43486.0,2013-08-26 00:00:00,R204-R043-02-03-02,0.0,0.0,0.0
R204,R043,02-03-02,08-26-13,01:00:00,REGULAR,31554.0,43486.0,2013-08-26 01:00:00,R204-R043-02-03-02,0.0,0.0,0.0
R204,R043,02-03-02,08-26-13,02:00:00,REGULAR,31554.0,43486.0,2013-08-26 02:00:00,R204-R043-02-03-02,0.0,0.0,0.0
R204,R043,02-03-02,08-26-13,03:00:00,REGULAR,31554.0,43486.0,2013-08-26 03:00:00,R204-R043-02-03-02,0.0,0.0,0.0
R204,R043,02-03-02,08-26-13,04:00:00,REGULAR,31554.0,43486.0,2013-08-26 04:00:00,R204-R043-02-03-02,0.0,0.0,0.0
R204,R043,02-03-02,08-26-13,05:00:00,REGULAR,31554.0,43487.0,2013-08-26 05:00:00,R204-R043-02-03-02,0.0,1.0,1.0
R204,R043,02-03-02,08-26-13,06:00:00,REGULAR,31554.0,43489.0,2013-08-26 06:00:00,R204-R043-02-03-02,0.0,2.0,2.0
R204,R043,02-03-02,08-26-13,07:00:00,REGULAR,31555.0,43498.0,2013-08-26 07:00:00,R204-R043-02-03-02,1.0,9.0,10.0
R204,R043,02-03-02,08-26-13,08:00:00,REGULAR,31564.0,43560.0,2013-08-26 08:00:00,R204-R043-02-03-02,9.0,62.0,71.0
R204,R043,02-03-02,08-26-13,09:00:00,REGULAR,31578.0,43767.0,2013-08-26 09:00:00,R204-R043-02-03-02,14.0,207.0,221.0
R204,R043,02-03-02,08-26-13,10:00:00,REGULAR,31592.0,43933.0,2013-08-26 10:00:00,R204-R043-02-03-02,14.0,166.0,180.0
R204,R043,02-03-02,08-26-13,11:00:00,REGULAR,31603.0,43987.0,2013-08-26 11:00:00,R204-R043-02-03-02,11.0,54.0,65.0
R204,R043,02-03-02,08-26-13,12:00:00,REGULAR,31614.0,44012.0,2013-08-26 12:00:00,R204-R043-02-03-02,11.0,25.0,36.0
R204,R043,02-03-02,08-26-13,13:00:00,REGULAR,31645.0,44023.0,2013-08-26 13:00:00,R204-R043-02-03-02,31.0,11.0,42.0
R204,R043,02-03-02,08-26-13,14:00:00,REGULAR,31670.0,44035.0,2013-08-26 14:00:00,R204-R043-02-03-02,25.0,12.0,37.0
R204,R043,02-03-02,08-26-13,15:00:00,REGULAR,31713.0,44058.0,2013-08-26 15:00:00,R204-R043-02-03-02,43.0,23.0,66.0
R204,R043,02-03-02,08-26-13,16:00:00,REGULAR,31748.0,44074.0,2013-08-26 16:00:00,R204-R043-02-03-02,35.0,16.0,51.0
R204,R043,02-03-02,08-26-13,17:00:00,REGULAR,31841.0,44088.0,2013-08-26 17:00:00,R204-R043-02-03-02,93.0,14.0,107.0
R204,R043,02-03-02,08-26-13,18:00:00,REGULAR,32015.0,44109.0,2013-08-26 18:00:00,R204-R043-02-03-02,174.0,21.0,195.0
R204,R043,02-03-02,08-26-13,19:00:00,REGULAR,32099.0,44133.0,2013-08-26 19:00:00,R204-R043-02-03-02,84.0,24.0,108.0
R204,R043,02-03-02,08-26-13,20:00:00,REGULAR,32135.0,44147.0,2013-08-26 20:00:00,R204-R043-02-03-02,36.0,14.0,50.0
R204,R043,02-03-02,08-26-13,21:00:00,REGULAR,32147.0,44157.0,2013-08-26 21:00:00,R204-R043-02-03-02,12.0,10.0,22.0
R204,R043,02-03-02,08-26-13,22:00:00,REGULAR,32149.0,44160.0,2013-08-26 22:00:00,R204-R043-02-03-02,2.0,3.0,5.0
R204,R043,02-03-02,08-26-13,23:00:00,REGULAR,32149.0,44161.0,2013-08-26 23:00:00,R204-R043-02-03-02,0.0,1.0,1.0
R204,R043,02-03-03,08-26-13,00:00:00,REGULAR,650626.0,2876123.0,2013-08-26 00:00:00,R204-R043-02-03-03,0.0,1.0,1.0
R204,R043,02-03-03,08-26-13,01:00:00,REGULAR,650626.0,2876123.0,2013-08-26 01:00:00,R204-R043-02-03-03,0.0,0.0,0.0
R204,R043,02-03-03,08-26-13,02:00:00,REGULAR,650626.0,2876123.0,2013-08-26 02:00:00,R204-R043-02-03-03,0.0,0.0,0.0
R204,R043,02-03-03,08-26-13,03:00:00,REGULAR,650626.0,2876123.0,2013-08-26 03:00:00,R204-R043-02-03-03,0.0,0.0,0.0
R204,R043,02-03-03,08-26-13,04:00:00,REGULAR,650626.0,2876123.0,2013-08-26 04:00:00,R204-R043-02-03-03,0.0,0.0,0.0
R204,R043,02-03-03,08-26-13,05:00:00,REGULAR,650626.0,2876125.0,2013-08-26 05:00:00,R204-R043-02-03-03,0.0,2.0,2.0
R204,R043,02-03-03,08-26-13,06:00:00,REGULAR,650626.0,2876128.0,2013-08-26 06:00:00,R204-R043-02-03-03,0.0,3.0,3.0
R204,R043,02-03-03,08-26-13,07:00:00,REGULAR,650626.0,2876155.0,2013-08-26 07:00:00,R204-R043-02-03-03,0.0,27.0,27.0
R204,R043,02-03-03,08-26-13,08:00:00,REGULAR,650635.0,2876235.0,2013-08-26 08:00:00,R204-R043-02-03-03,9.0,80.0,89.0
R204,R043,02-03-03,08-26-13,09:00:00,REGULAR,650651.0,2876449.0,2013-08-26 09:00:00,R204-R043-02-03-03,16.0,214.0,230.0
R204,R043,02-03-03,08-26-13,10:00:00,REGULAR,650660.0,2876624.0,2013-08-26 10:00:00,R204-R043-02-03-03,9.0,175.0,184.0
R204,R043,02-03-03,08-26-13,11:00:00,REGULAR,650666.0,2876694.0,2013-08-26 11:00:00,R204-R043-02-03-03,6.0,70.0,76.0
R204,R043,02-03-03,08-26-13,12:00:00,REGULAR,650672.0,2876730.0,2013-08-26 12:00:00,R204-R043-02-03-03,6.0,36.0,42.0
R204,R043,02-03-03,08-26-13,13:00:00,REGULAR,650684.0,2876774.0,2013-08-26 13:00:00,R204-R043-02-03-03,12.0,44.0,56.0
R204,R043,02-03-03,08-26-13,14:00:00,REGULAR,650694.0,2876804.0,2013-08-26 14:00:00,R204-R043-02-03-03,10.0,30.0,40.0
R204,R043,02-03-03,08-26-13,15:00:00,REGULAR,650728.0,2876831.0,2013-08-26 15:00:00,R204-R043-02-03-03,34.0,27.0,61.0
R204,R043,02-03-03,08-26-13,16:00:00,REGULAR,650747.0,2876860.0,2013-08-26 16:00:00,R204-R043-02-03-03,19.0,29.0,48.0
R204,R043,02-03-03,08-26-13,17:00:00,REGULAR,650804.0,2876898.0,2013-08-26 17:00:00,R204-R043-02-03-03,57.0,38.0,95.0
R204,R043,02-03-03,08-26-13,18:00:00,REGULAR,650915.0,2876928.0,2013-08-26 18:00:00,R204-R043-02-03-03,111.0,30.0,141.0
R204,R043,02-03-03,08-26-13,19:00:00,REGULAR,650965.0,2876965.0,2013-08-26 19:00:00,R204-R043-02-03-03,50.0,37.0,87.0
R204,R043,02-03-03,08-26-13,20:00:00,REGULAR,650988.0,2876985.0,2013-08-26 20:00:00,R204-R043-02-03-03,23.0,20.0,43.0
R204,R043,02-03-03,08-26-13,21:00:00,REGULAR,650993.0,2876993.0,2013-08-26 21:00:00,R204-R043-02-03-03,5.0,8.0,13.0
R204,R043,02-03-03,08-26-13,22:00:00,REGULAR,650993.0,2876998.0,2013-08-26 22:00:00,R204-R043-02-03-03,0.0,5.0,5.0
R204,R043,02-03-03,08-26-13,23:00:00,REGULAR,650994.0,2877002.0,2013-08-26 23:00:00,R204-R043-02-03-03,1.0,4.0,5.0
R204,R043,02-05-00,08-26-13,00:00:00,REGULAR,9538.0,482430.0,2013-08-26 00:00:00,R204-R043-02-05-00,0.0,11.0,11.0
R204,R043,02-05-00,08-26-13,01:00:00,REGULAR,9538.0,482434.0,2013-08-26 01:00:00,R204-R043-02-05-00,0.0,4.0,4.0
R204,R043,02-05-00,08-26-13,02:00:00,REGULAR,9538.0,482440.0,2013-08-26 02:00:00,R204-R043-02-05-00,0.0,6.0,6.0
R204,R043,02-05-00,08-26-13,03:00:00,REGULAR,9538.0,482442.0,2013-08-26 03:00:00,R204-R043-02-05-00,0.0,2.0,2.0
