DATE,STATION,BUSYNESS
08-12-13,125 ST,14166.0
08-12-13,137 ST-CITY COL,23197.0
08-12-13,14 ST,32436.0
08-12-13,145 ST,15986.0
08-12-13,157 ST,17193.0
08-12-13,168 ST-BROADWAY,23305.0
08-12-13,18 ST,10999.0
08-12-13,181 ST,20294.0
08-12-13,191 ST,14249.0
08-12-13,207 ST,8627.0
08-12-13,215 ST,2841.0
08-12-13,23 ST,24675.0
08-12-13,231 ST,9862.0
08-12-13,238 ST,3558.0
08-12-13,242 ST,9090.0
08-12-13,28 ST,22633.0
08-12-13,34 ST-PENN STA,156138.0
08-12-13,42 ST-TIMES SQ,159163.0
08-12-13,50 ST,46093.0
08-12-13,59 ST-COLUMBUS,19259.0
08-12-13,66 ST-LINCOLN,33353.0
08-12-13,72 ST,71100.0
08-12-13,79 ST,21942.0
08-12-13,86 ST,31888.0
08-12-13,96 ST,22011.0
08-12-13,CANAL ST,11800.0
08-12-13,CHAMBERS ST,32488.0
08-12-13,CHRISTOPHER ST,16547.0
08-12-13,DYCKMAN ST,9122.0
08-12-13,FRANKLIN ST,7884.0
08-12-13,HOUSTON ST,21783.0
08-12-13,MARBLE HILL-225,6817.0
08-12-13,RECTOR ST,18810.0
08-13-13,103 ST,18081.0
08-13-13,110 ST-CATHEDRL,17226.0
08-13-13,116 ST-COLUMBIA,19692.0
08-13-13,125 ST,14269.0
08-13-13,137 ST-CITY COL,22963.0
08-13-13,14 ST,34382.0
08-13-13,145 ST,16447.0
08-13-13,157 ST,17312.0
08-13-13,168 ST-BROADWAY,24375.0
08-13-13,18 ST,11904.0
08-13-13,181 ST,19671.0
08-13-13,191 ST,14460.0
08-13-13,207 ST,8211.0
08-13-13,215 ST,2813.0
08-13-13,23 ST,25874.0
08-13-13,231 ST,9835.0
08-13-13,238 ST,3614.0
08-13-13,242 ST,9025.0
08-13-13,28 ST,23340.0
08-13-13,34 ST-PENN STA,156771.0
08-13-13,42 ST-TIMES SQ,164036.0
08-13-13,50 ST,48915.0
08-13-13,59 ST-COLUMBUS,19660.0
08-13-13,66 ST-LINCOLN,35464.0
08-13-13,72 ST,71838.0
08-13-13,79 ST,23965.0
08-13-13,86 ST,32825.0
08-13-13,96 ST,22535.0
08-13-13,CANAL ST,12274.0
08-13-13,CHAMBERS ST,33372.0
08-13-13,CHRISTOPHER ST,17105.0
08-13-13,DYCKMAN ST,8773.0
08-13-13,FRANKLIN ST,8322.0
08-13-13,HOUSTON ST,28209.0
08-13-13,MARBLE HILL-225,5906.0
08-13-13,RECTOR ST,18295.0
08-14-13,103 ST,17715.0
08-14-13,110 ST-CATHEDRL,18156.0
08-14-13,116 ST-COLUMBIA,20395.0
08-14-13,125 ST,14960.0
08-14-13,137 ST-CITY COL,23784.0
08-14-13,14 ST,38063.0
08-14-13,145 ST,17231.0
08-14-13,157 ST,18038.0
08-14-13,168 ST-BROADWAY,26753.0
08-14-13,18 ST,12515.0
08-14-13,181 ST,21365.0
08-14-13,191 ST,15085.0
08-14-13,207 ST,8931.0
08-14-13,215 ST,2857.0
08-14-13,23 ST,27597.0
08-14-13,231 ST,10935.0
08-14-13,238 ST,3891.0
08-14-13,242 ST,9660.0
08-14-13,28 ST,24501.0
08-14-13,34 ST-PENN STA,162302.0
08-14-13,42 ST-TIMES SQ,177216.0
08-14-13,50 ST,52819.0
08-14-13,59 ST-COLUMBUS,21947.0
08-14-13,66 ST-LINCOLN,36326.0
08-14-13,72 ST,76938.0
08-14-13,79 ST,24942.0
08-14-13,86 ST,34524.0
08-14-13,96 ST,23407.0
08-14-13,CANAL ST,13226.0
08-14-13,CHAMBERS ST,36551.0
08-14-13,CHRISTOPHER ST,19080.0
08-14-13,DYCKMAN ST,9251.0
08-14-13,FRANKLIN ST,8759.0
08-14-13,HOUSTON ST,27036.0
08-14-13,MARBLE HILL-225,6451.0
08-14-13,RECTOR ST,20909.0
08-15-13,103 ST,18367.0
08-15-13,110 ST-CATHEDRL,17253.0
08-15-13,116 ST-COLUMBIA,19581.0
08-15-13,125 ST,14083.0
08-15-13,137 ST-CITY COL,21853.0
08-15-13,14 ST,37463.0
08-15-13,145 ST,20265.0
08-15-13,157 ST,17849.0
08-15-13,168 ST-BROADWAY,26289.0
08-15-13,18 ST,12586.0
08-15-13,181 ST,20938.0
08-15-13,191 ST,14590.0
08-15-13,207 ST,8812.0
08-15-13,215 ST,2671.0
08-15-13,23 ST,27776.0
08-15-13,231 ST,10468.0
08-15-13,238 ST,3821.0
08-15-13,242 ST,9321.0
08-15-13,28 ST,24283.0
08-15-13,34 ST-PENN STA,162494.0
08-15-13,42 ST-TIMES SQ,177124.0
08-15-13,50 ST,50994.0
08-15-13,59 ST-COLUMBUS,21636.0
08-15-13,66 ST-LINCOLN,34687.0
08-15-13,72 ST,75702.0
08-15-13,79 ST,24519.0
08-15-13,86 ST,34510.0
08-15-13,96 ST,23001.0
08-15-13,CANAL ST,13167.0
08-15-13,CHAMBERS ST,35599.0
08-15-13,CHRISTOPHER ST,19645.0
08-15-13,DYCKMAN ST,9249.0
08-15-13,FRANKLIN ST,8513.0
08-15-13,HOUSTON ST,26536.0
08-15-13,MARBLE HILL-225,6380.0
08-15-13,RECTOR ST,20230.0
08-16-13,103 ST,18037.0
08-16-13,110 ST-CATHEDRL,18104.0
08-16-13,116 ST-COLUMBIA,17973.0
08-16-13,125 ST,15222.0
08-16-13,137 ST-CITY COL,22679.0
08-16-13,14 ST,38378.0
08-16-13,145 ST,17303.0
08-16-13,157 ST,17534.0
08-16-13,168 ST-BROADWAY,22694.0
08-16-13,18 ST,11852.0
08-16-13,181 ST,21243.0
08-16-13,191 ST,14760.0
08-16-13,207 ST,8725.0
08-16-13,215 ST,2716.0
08-16-13,23 ST,25268.0
08-16-13,231 ST,10564.0
08-16-13,238 ST,3779.0
08-16-13,242 ST,9502.0
08-16-13,28 ST,21479.0
08-16-13,34 ST-PENN STA,158109.0
08-16-13,42 ST-TIMES SQ,171868.0
08-16-13,50 ST,47871.0
08-16-13,59 ST-COLUMBUS,20296.0
08-16-13,66 ST-LINCOLN,34198.0
08-16-13,72 ST,74231.0
08-16-13,79 ST,23321.0
08-16-13,86 ST,32627.0
08-16-13,96 ST,22353.0
08-16-13,CANAL ST,11795.0
08-16-13,CHAMBERS ST,33168.0
08-16-13,CHRISTOPHER ST,20114.0
08-16-13,DYCKMAN ST,9146.0
08-16-13,FRANKLIN ST,7735.0
08-16-13,HOUSTON ST,25457.0
08-16-13,MARBLE HILL-225,6526.0
08-16-13,RECTOR ST,19475.0
08-17-13,103 ST,12569.0
08-17-13,110 ST-CATHEDRL,12659.0
08-17-13,116 ST-COLUMBIA,8398.0
08-17-13,125 ST,10348.0
08-17-13,137 ST-CITY COL,36165.0
08-17-13,14 ST,27833.0
08-17-13,145 ST,2993.0
08-17-13,157 ST,1875.0
08-17-13,168 ST-BROADWAY,12551.0
08-17-13,18 ST,6746.0
08-17-13,181 ST,3211.0
08-17-13,191 ST,2420.0
08-17-13,207 ST,1351.0
08-17-13,215 ST,285.0
08-17-13,23 ST,17399.0
08-17-13,231 ST,994.0
08-17-13,238 ST,195.0
08-17-13,242 ST,1168.0
08-17-13,28 ST,11283.0
08-17-13,34 ST-PENN STA,87143.0
08-17-13,42 ST-TIMES SQ,126911.0
08-17-13,50 ST,26496.0
08-17-13,59 ST-COLUMBUS,14351.0
08-17-13,66 ST-LINCOLN,21167.0
08-17-13,72 ST,53028.0
08-17-13,79 ST,16389.0
08-17-13,86 ST,20782.0
08-17-13,96 ST,14299.0
08-17-13,CANAL ST,6637.0
08-17-13,CHAMBERS ST,17510.0
08-17-13,CHRISTOPHER ST,17163.0
08-17-13,DYCKMAN ST,1441.0
08-17-13,FRANKLIN ST,3463.0
08-17-13,HOUSTON ST,10702.0
08-17-13,MARBLE HILL-225,817.0
08-17-13,RECTOR ST,11454.0
08-18-13,103 ST,10862.0
08-18-13,110 ST-CATHEDRL,10872.0
08-18-13,116 ST-COLUMBIA,7093.0
08-18-13,125 ST,8935.0
08-18-13,137 ST-CITY COL,29268.0
08-18-13,14 ST,23481.0
08-18-13,145 ST,18.0
,,
08-18-13,168 ST-BROADWAY,7168.0
08-18-13,18 ST,5118.0
,,
,,
08-18-13,207 ST,22.0
08-18-13,215 ST,31.0
08-18-13,23 ST,14652.0
,,
08-18-13,238 ST,27.0
,,
08-18-13,28 ST,9043.0
08-18-13,34 ST-PENN STA,73030.0
08-18-13,42 ST-TIMES SQ,108149.0
08-18-13,50 ST,23440.0
08-18-13,59 ST-COLUMBUS,12149.0
08-18-13,66 ST-LINCOLN,17403.0
08-18-13,72 ST,47323.0
08-18-13,79 ST,14415.0
08-18-13,86 ST,18735.0
08-18-13,96 ST,12989.0
08-18-13,CANAL ST,5147.0
08-18-13,CHAMBERS ST,14121.0
08-18-13,CHRISTOPHER ST,14490.0
,,
08-18-13,FRANKLIN ST,2772.0
08-18-13,HOUSTON ST,8740.0
,,
08-18-13,RECTOR ST,9828.0
08-19-13,103 ST,16514.0
08-19-13,110 ST-CATHEDRL,16113.0
08-19-13,116 ST-COLUMBIA,16673.0
08-19-13,125 ST,13021.0
08-19-13,137 ST-CITY COL,24786.0
08-19-13,14 ST,32672.0
08-19-13,145 ST,12831.0
08-19-13,157 ST,13947.0
08-19-13,168 ST-BROADWAY,21881.0
08-19-13,18 ST,10567.0
08-19-13,181 ST,16190.0
08-19-13,191 ST,11169.0
08-19-13,207 ST,6949.0
08-19-13,215 ST,2440.0
08-19-13,23 ST,23691.0
08-19-13,231 ST,8878.0
08-19-13,238 ST,3322.0
08-19-13,242 ST,8052.0
08-19-13,28 ST,22229.0
08-19-13,34 ST-PENN STA,151775.0
08-19-13,42 ST-TIMES SQ,157467.0
08-19-13,50 ST,43447.0
08-19-13,59 ST-COLUMBUS,18415.0
08-19-13,66 ST-LINCOLN,31445.0
08-19-13,72 ST,68939.0
08-19-13,79 ST,20768.0
08-19-13,86 ST,30859.0
08-19-13,96 ST,21464.0
08-19-13,CANAL ST,11161.0
08-19-13,CHAMBERS ST,32177.0
08-19-13,CHRISTOPHER ST,16124.0
08-19-13,DYCKMAN ST,7042.0
08-19-13,FRANKLIN ST,7264.0
08-19-13,HOUSTON ST,24206.0
08-19-13,MARBLE HILL-225,5377.0
08-19-13,RECTOR ST,20094.0
08-20-13,103 ST,17883.0
08-20-13,110 ST-CATHEDRL,17450.0
08-20-13,116 ST-COLUMBIA,17786.0
08-20-13,125 ST,14459.0
08-20-13,137 ST-CITY COL,23427.0
08-20-13,14 ST,35330.0
08-20-13,145 ST,16701.0
08-20-13,157 ST,17382.0
08-20-13,168 ST-BROADWAY,24326.0
08-20-13,18 ST,11907.0
08-20-13,181 ST,20167.0
08-20-13,191 ST,14093.0
08-20-13,207 ST,8310.0
08-20-13,215 ST,2728.0
08-20-13,23 ST,25532.0
08-20-13,231 ST,10195.0
08-20-13,238 ST,3689.0
08-20-13,242 ST,9982.0
08-20-13,28 ST,24088.0
08-20-13,34 ST-PENN STA,155446.0
08-20-13,42 ST-TIMES SQ,168314.0
08-20-13,50 ST,48228.0
08-20-13,59 ST-COLUMBUS,20389.0
08-20-13,66 ST-LINCOLN,34017.0
08-20-13,72 ST,72375.0
08-20-13,79 ST,22765.0
08-20-13,86 ST,32875.0
08-20-13,96 ST,22158.0
08-20-13,CANAL ST,11874.0
08-20-13,CHAMBERS ST,33783.0
08-20-13,CHRISTOPHER ST,17778.0
08-20-13,DYCKMAN ST,8817.0
08-20-13,FRANKLIN ST,8188.0
08-20-13,HOUSTON ST,25433.0
08-20-13,MARBLE HILL-225,6361.0
08-20-13,RECTOR ST,19996.0
08-21-13,103 ST,17749.0
08-21-13,110 ST-CATHEDRL,17737.0
08-21-13,116 ST-COLUMBIA,17950.0
08-21-13,125 ST,14559.0
08-21-13,137 ST-CITY COL,23194.0
08-21-13,14 ST,36917.0
08-21-13,145 ST,16559.0
08-21-13,157 ST,17635.0
08-21-13,168 ST-BROADWAY,24249.0
08-21-13,18 ST,12138.0
08-21-13,181 ST,20111.0
08-21-13,191 ST,14444.0
08-21-13,207 ST,8671.0
08-21-13,215 ST,2748.0
08-21-13,23 ST,26114.0
08-21-13,231 ST,10549.0
08-21-13,238 ST,3777.0
08-21-13,242 ST,10197.0
08-21-13,28 ST,24028.0
08-21-13,34 ST-PENN STA,157253.0
08-21-13,42 ST-TIMES SQ,171879.0
08-21-13,50 ST,50597.0
08-21-13,59 ST-COLUMBUS,21047.0
08-21-13,66 ST-LINCOLN,34932.0
08-21-13,72 ST,74530.0
08-21-13,79 ST,23125.0
08-21-13,86 ST,33722.0
08-21-13,96 ST,22624.0
08-21-13,CANAL ST,12517.0
08-21-13,CHAMBERS ST,36139.0
08-21-13,CHRISTOPHER ST,17424.0
08-21-13,DYCKMAN ST,8863.0
08-21-13,FRANKLIN ST,8327.0
08-21-13,HOUSTON ST,26620.0
08-21-13,MARBLE HILL-225,6643.0
08-21-13,RECTOR ST,20328.0
08-22-13,103 ST,17893.0
08-22-13,110 ST-CATHEDRL,17608.0
